Name,Age,Season,Transfer_fee,pac,dri,sho,def,pas,phy
Giorgi Kinkladze,27,2000-2001,5000000,,,,,,
Serkan Aykut,25,2000-2001,5000000,,,,,,
Fernandão,22,2000-2001,5000000,,,,,,
Haim Revivo,28,2000-2001,5000000,,,,,,
Nihat Kahveci,22,2001-2002,5000000,,,,,,
César,26,2001-2002,5000000,,,,,,
Christian Panucci,28,2001-2002,5000000,,,,,,
Ezequiel González,20,2001-2002,5000000,,,,,,
Mantorras,19,2001-2002,5000000,,,,,,
Eduardo Costa,18,2001-2002,5000000,,,,,,
Ümit Davala,28,2001-2002,5000000,,,,,,
Sander Westerveld,27,2001-2002,5000000,,,,,,
Lilian Laslandes,29,2001-2002,5000000,,,,,,
João Tomás,26,2001-2002,5000000,,,,,,
Delfim,24,2001-2002,5000000,,,,,,
Jörg Albertz,30,2001-2002,5000000,,,,,,
Ji-seong Park,21,2002-2003,5000000,,,,,,
Ariel Ortega,28,2002-2003,5000000,,,,,,
Dario Simic,26,2002-2003,5000000,,,,,,
Matteo Brighi,21,2002-2003,5000000,,,,,,
Petr Cech,20,2002-2003,5000000,,,,,,
Martín Demichelis,22,2003-2004,5000000,,,,,,
Albert Riera,21,2003-2004,5000000,,,,,,
Ivica Olic,23,2003-2004,5000000,,,,,,
Ariel Ibagaza,26,2003-2004,5000000,,,,,,
Ciprian Marica,18,2003-2004,5000000,,,,,,
Ilhan Mansiz,28,2003-2004,5000000,,,,,,
Fabricio Coloccini,23,2004-2005,5000000,,,,,,
Franck Ribéry,21,2004-2005,5000000,,,,,,
Miroslav Klose,26,2004-2005,5000000,,,,,,
Mohamed Kallon,24,2004-2005,5000000,,,,,,
Simone Barone,26,2004-2005,5000000,,,,,,
Benoît Pedretti,23,2004-2005,5000000,,,,,,
Manuel Almunia,27,2004-2005,5000000,,,,,,
Sylvain Armand,23,2004-2005,5000000,,,,,,
Peter Luccin,25,2004-2005,5000000,,,,,,
Rodrigo,24,2004-2005,5000000,,,,,,
Jádson,21,2004-2005,5000000,,,,,,
Emre Belözoglu,24,2005-2006,5000000,,,,,,
Torsten Frings,28,2005-2006,5000000,,,,,,
Maxi Rodríguez,24,2005-2006,5000000,,,,,,
Timmy Simons,28,2005-2006,5000000,,,,,,
Sylvain Monsoreau,24,2005-2006,5000000,,,,,,
Jô,18,2005-2006,5000000,,,,,,
Rafinha,19,2005-2006,5000000,,,,,,
Jérémy Mathieu,21,2005-2006,5000000,,,,,,
Carlos Diogo,21,2005-2006,5000000,,,,,,
Thomas Kahlenberg,22,2005-2006,5000000,,,,,,
Barreto,19,2005-2006,5000000,,,,,,
Michele Canini,20,2005-2006,5000000,,,,,,
Fernando Morientes,30,2006-2007,5000000,,,,,,
Aleksandr Kerzhakov,24,2006-2007,5000000,,,,,,
Diego Milito,27,2006-2007,5000000,,,,,,
Benoît Pedretti,25,2006-2007,5000000,,,,,,
Lilian Thuram,34,2006-2007,5000000,,,,,,
Celsinho,17,2006-2007,5000000,,,,,,
Pierre-Alain Frau,26,2006-2007,5000000,,,,,,
Ricardo Rocha,28,2006-2007,5000000,,,,,,
Johan Elmander,25,2006-2007,5000000,,,,,,
Benoît Assou-Ekotto,22,2006-2007,5000000,,,,,,
Pavel Pogrebnyak,23,2006-2007,5000000,,,,,,
Mousa Dembélé,18,2006-2007,5000000,,,,,,
Denílson,18,2006-2007,5000000,,,,,,
Edinson Cavani,19,2006-2007,5000000,,,,,,
Émerson,31,2007-2008,5000000,,,,,,
Roy Makaay,32,2007-2008,5000000,,,,,,
Lincoln,28,2007-2008,5000000,,,,,,
Gaël Givet,25,2007-2008,5000000,,,,,,
Kanga Akalé,26,2007-2008,5000000,,,,,,
Papa Bouba Diop,29,2007-2008,5000000,,,,,,
Benoît Cheyrou,26,2007-2008,5000000,,,,,,
Giulio Migliaccio,26,2007-2008,5000000,,,,,,
Ivan Rakitic,19,2007-2008,5000000,,,,,,
Tom De Mul,21,2007-2008,5000000,,,,,,
Fernando Baiano,28,2007-2008,5000000,,,,,,
Roque Santa Cruz,25,2007-2008,5000000,,,,,,
Filip Holosko,23,2007-2008,5000000,,,,,,
Mesut Özil,19,2007-2008,5000000,,,,,,
Dani Güiza,26,2007-2008,5000000,,,,,,
Blaise Matuidi,20,2007-2008,5000000,,,,,,
Ari,21,2007-2008,5000000,,,,,,
Chinedu Obasi,21,2007-2008,5000000,,,,,,
Emerson Sheik,28,2007-2008,5000000,,,,,,
Maxi Moralez,20,2007-2008,5000000,,,,,,
John Arne Riise,27,2008-2009,5000000,,,,,,
Raffaele Palladino,24,2008-2009,5000000,,,,,,
Steed Malbranque,28,2008-2009,5000000,,,,,,
Guilherme,20,2008-2009,5000000,,,,,,
Alex,26,2008-2009,5000000,,,,,,
Pascal Feindouno,27,2008-2009,5000000,,,,,,
Igor Budan,28,2008-2009,5000000,,,,,,
Igor Semshov,30,2008-2009,5000000,,,,,,
Gerard Piqué,21,2008-2009,5000000,,,,,,
Khalid Boulahrouz,26,2008-2009,5000000,,,,,,
Steve Savidan,30,2008-2009,5000000,,,,,,
Hilton,30,2008-2009,5000000,,,,,,
Andrea Gasbarroni,26,2008-2009,5000000,,,,,,
Didier Digard,21,2008-2009,5000000,,,,,,
Nicolás Pareja,24,2008-2009,5000000,,,,,,
Charles,23,2008-2009,5000000,,,,,,
Karim El Ahmadi,23,2008-2009,5000000,,,,,,
Renan,23,2008-2009,5000000,,,,,,
Cristian Sapunaru,24,2008-2009,5000000,,,,,,
Davide Astori,21,2008-2009,5000000,,,,,,
Marcus Diniz,21,2008-2009,5000000,,,,,,
Maxwell,27,2009-2010,5000000,,,,,,
Álvaro Negredo,23,2009-2010,5000000,,,,,,
Marco Amelia,27,2009-2010,5000000,,,,,,
Fernando Belluschi,25,2009-2010,5000000,,,,,,
André Santos,26,2009-2010,5000000,,,,,,
Danko Lazovic,26,2009-2010,5000000,,,,,,
Réver,25,2009-2010,5000000,,,,,,
Javier Saviola,27,2009-2010,5000000,,,,,,
Matteo Ferrari,29,2009-2010,5000000,,,,,,
Rubinho,27,2009-2010,5000000,,,,,,
Miguel Ángel Moyà,25,2009-2010,5000000,,,,,,
Yevgen Seleznov,24,2009-2010,5000000,,,,,,
Roman Eremenko,22,2009-2010,5000000,,,,,,
Franco Semioli,29,2009-2010,5000000,,,,,,
Boubacar Sanogo,26,2009-2010,5000000,,,,,,
Fernando Baiano,30,2009-2010,5000000,,,,,,
Daniele Vantaggiato,25,2009-2010,5000000,,,,,,
Erwin Hoffer,22,2009-2010,5000000,,,,,,
Alan Kasaev,23,2009-2010,5000000,,,,,,
Riccardo Meggiorini,23,2009-2010,5000000,,,,,,
Andrea Pisanu,28,2009-2010,5000000,,,,,,
Alessandro Budel,28,2009-2010,5000000,,,,,,
Nenê,29,2010-2011,5000000,,,,,,
Patrick Helmes,26,2010-2011,5000000,,,,,,
Mounir El Hamdaoui,25,2010-2011,5000000,,,,,,
Senijad Ibricic,25,2010-2011,5000000,,,,,,
Alexis,25,2010-2011,5000000,,,,,,
Aristide Bancé,25,2010-2011,5000000,,,,,,
Diego Tardelli,25,2010-2011,5000000,,,,,,
Bogdan Stancu,23,2010-2011,5000000,,,,,,
Razak Boukari,23,2010-2011,5000000,,,,,,
Anders Lindegaard,26,2010-2011,5000000,,,,,,
Chico,23,2010-2011,5000000,,,,,,
Jonathan Cristaldo,21,2010-2011,5000000,,,,,,
Ezequiel Muñoz,19,2010-2011,5000000,,,,,,
Shamil Lakhiyalov,31,2010-2011,5000000,,,,,,
Pablo González,25,2010-2011,5000000,,,,,,
Alex,29,2011-2012,5000000,,,,,,
Alou Diarra,29,2011-2012,5000000,,,,,,
Yohan Cabaye,25,2011-2012,5000000,,,,,,
Didier Zokora,30,2011-2012,5000000,,,,,,
Diego Forlán,32,2011-2012,5000000,,,,,,
Mehmet Ekici,21,2011-2012,5000000,,,,,,
José Callejón,24,2011-2012,5000000,,,,,,
Georginio Wijnaldum,20,2011-2012,5000000,,,,,,
Djibril Cissé,30,2011-2012,5000000,,,,,,
Ikechukwu Uche,27,2011-2012,5000000,,,,,,
Ahmed Musa,19,2011-2012,5000000,,,,,,
Rúben Micael,24,2011-2012,5000000,,,,,,
Gabriel Torje,21,2011-2012,5000000,,,,,,
Jonathan,25,2011-2012,5000000,,,,,,
Éder,24,2011-2012,5000000,,,,,,
Ibson,27,2011-2012,5000000,,,,,,
Simone Padoin,27,2011-2012,5000000,,,,,,
Sergey Davydov,26,2011-2012,5000000,,,,,,
Nemanja Matic,22,2011-2012,5000000,,,,,,
Dudu,19,2011-2012,5000000,,,,,,
Burak Yilmaz,27,2012-2013,5000000,,,,,,
Dimitar Berbatov,31,2012-2013,5000000,,,,,,
Antonio Cassano,30,2012-2013,5000000,,,,,,
Bruno César,24,2012-2013,5000000,,,,,,
Lassana Diarra,27,2012-2013,5000000,,,,,,
Dedé,24,2012-2013,5000000,,,,,,
Paulinho,24,2012-2013,5000000,,,,,,
Marko Devic,28,2012-2013,5000000,,,,,,
Youssef El Arabi,25,2012-2013,5000000,,,,,,
Germán Denis,30,2012-2013,5000000,,,,,,
Alain Traoré,23,2012-2013,5000000,,,,,,
Ben Foster,29,2012-2013,5000000,,,,,,
Daniel Congré,27,2012-2013,5000000,,,,,,
Dame N'Doye,27,2012-2013,5000000,,,,,,
Domagoj Vida,23,2012-2013,5000000,,,,,,
Iván Marcano,25,2012-2013,5000000,,,,,,
Alexander Büttner,23,2012-2013,5000000,,,,,,
Leandro Castán,25,2012-2013,5000000,,,,,,
Daniel Carvajal,20,2012-2013,5000000,,,,,,
Jérémy Toulalan,29,2013-2014,5000000,,,,,,
Marko Devic,30,2013-2014,5000000,,,,,,
Raffael,28,2013-2014,5000000,,,,,,
Lorenzo Melgarejo,23,2013-2014,5000000,,,,,,
Andreas Granqvist,28,2013-2014,5000000,,,,,,
Franck Tabanou,24,2013-2014,5000000,,,,,,
Benjamin Corgnet,26,2013-2014,5000000,,,,,,
Rafael,23,2013-2014,5000000,,,,,,
Tomás Pina,25,2013-2014,5000000,,,,,,
Aleksey Ionov,24,2013-2014,5000000,,,,,,
Aleksey Ionov,24,2013-2014,5000000,,,,,,
Ja-cheol Koo,24,2013-2014,5000000,,,,,,
Pavel Mamaev,25,2013-2014,5000000,,,,,,
Martín Demichelis,32,2013-2014,5000000,,,,,,
Paul-Georges Ntep,21,2013-2014,5000000,,,,,,
Aleksandar Mitrovic,18,2013-2014,5000000,,,,,,
Faouzi Ghoulam,23,2013-2014,5000000,,,,,,
Chris Mavinga,22,2013-2014,5000000,,,,,,
Rodrigo Moledo,25,2013-2014,5000000,,,,,,
Raman Chibsah,20,2013-2014,5000000,,,,,,
Emre Can,19,2013-2014,5000000,,,,,,
Myeong-ju Lee,24,2013-2014,5000000,,,,,,
Aloísio,25,2013-2014,5000000,,,,,,
Tin Jedvaj,17,2013-2014,5000000,,,,,,
Anthony Martial,17,2013-2014,5000000,,,,,,
Óscar Cardozo,31,2014-2015,5000000,,,,,,
Massimo Bruno,20,2014-2015,5000000,,,,,,
Dória,19,2014-2015,5000000,,,,,,
Pablo Hernández,29,2014-2015,5000000,,,,,,
Papu Gómez,26,2014-2015,5000000,,,,,,
Romain Alessandrini,25,2014-2015,5000000,,,,,,
Daniele Rugani,20,2014-2015,5000000,,,,,,
Chico,27,2014-2015,5000000,,,,,,
Alen Halilovic,18,2014-2015,5000000,,,,,,
Vadis Odjidja-Ofoe,25,2014-2015,5000000,,,,,,
Sergio Asenjo,25,2014-2015,5000000,,,,,,
Luca Marrone,24,2014-2015,5000000,,,,,,
Alan Kasaev,28,2014-2015,5000000,,,,,,
Jonathan Pitroipa,28,2014-2015,5000000,,,,,,
Lucas Mendes,24,2014-2015,5000000,,,,,,
Pajtim Kasami,22,2014-2015,5000000,,,,,,
Eric Dier,20,2014-2015,5000000,,,,,,
Jefferson Montero,24,2014-2015,5000000,,,,,,
Sammir,27,2014-2015,5000000,,,,,,
Joselu,24,2014-2015,5000000,,,,,,
Diafra Sakho,24,2014-2015,5000000,,,,,,
Karl Darlow,23,2014-2015,5000000,,,,,,
Jamaal Lascelles,20,2014-2015,5000000,,,,,,
Bryan Cristante,23,2018-2019,5000000,,,,,,
Marius Wolf,23,2018-2019,5000000,,,,,,
Benedikt Höwedes,30,2018-2019,5000000,,,,,,
Gonzalo Castro,31,2018-2019,5000000,,,,,,
Sergi Gómez,26,2018-2019,5000000,,,,,,
Adam Masina,24,2018-2019,5000000,,,,,,
Christophe Hérelle,25,2018-2019,5000000,,,,,,
Firmin Mubele,24,2018-2019,5000000,,,,,,
Florent Hadergjonaj,23,2018-2019,5000000,,,,,,
Nemanja Maksimovic,23,2018-2019,5000000,,,,,,
Juan Iturbe,25,2018-2019,5000000,,,,,,
Sidcley,25,2018-2019,5000000,,,,,,
Fabrício,28,2018-2019,5000000,,,,,,
Johan Mojica,25,2018-2019,5000000,,,,,,
Petros,29,2018-2019,5000000,,,,,,
Christian Kouamé,20,2018-2019,5000000,,,,,,
Luca Waldschmidt,22,2018-2019,5000000,,,,,,
Marc Muniesa,26,2018-2019,5000000,,,,,,
Pietro Iemmello,26,2018-2019,5000000,,,,,,
Felipe Vizeu,21,2018-2019,5000000,,,,,,
Marco Tumminello,19,2018-2019,5000000,,,,,,
Jens Odgaard,19,2018-2019,5000000,,,,,,
Marco Carraro,20,2018-2019,5000000,,,,,,
Jonathan Ikoné,20,2018-2019,5000000,,,,,,
Giangiacomo Magnani,22,2018-2019,5000000,,,,,,
Giangiacomo Magnani,22,2018-2019,5000000,,,,,,
Evan N'Dicka,18,2018-2019,5000000,,,,,,
Cristian Penilla,23,2014-2015,4950000,,,,,,
Nicolás Lodeiro,25,2014-2015,4920000,,,,,,
Angelos Charisteas,24,2004-2005,4900000,,,,,,
Jan Vennegoor of Hesselink,27,2006-2007,4900000,,,,,,
Rodrigo Palacio,27,2009-2010,4900000,,,,,,
Nikica Jelavic,24,2010-2011,4900000,,,,,,
Marcus Stewart,29,2002-2003,4880000,,,,,,
Nathan Ellington,26,2007-2008,4880000,,,,,,
Derek Boateng,28,2011-2012,4880000,,,,,,
Sime Vrsaljko,21,2013-2014,4880000,,,,,,
Alessandro Diamanti,28,2011-2012,4860000,,,,,,
Kevin Phillips,30,2003-2004,4850000,,,,,,
Dorlan Pabón,25,2013-2014,4830000,,,,,,
Vicente,18,2000-2001,4800000,,,,,,
David James,30,2001-2002,4800000,,,,,,
Aníbal Matellán,24,2001-2002,4800000,,,,,,
Carlos Paredes,25,2002-2003,4800000,,,,,,
El-Hadji Diouf,24,2005-2006,4800000,,,,,,
Marco Ruben,21,2007-2008,4800000,,,,,,
Michele Pazienza,25,2007-2008,4800000,,,,,,
Hugo Rodallega,23,2008-2009,4800000,,,,,,
Gianluca Comotto,29,2008-2009,4800000,,,,,,
Andrea Lazzari,23,2008-2009,4800000,,,,,,
Moussa Maazou,20,2008-2009,4800000,,,,,,
Pavel Pogrebnyak,25,2009-2010,4800000,,,,,,
Pablo Barrera,23,2010-2011,4800000,,,,,,
Jean Beausejour,26,2010-2011,4800000,,,,,,
Alexander Gerndt,25,2011-2012,4800000,,,,,,
Naldo,29,2012-2013,4800000,,,,,,
Riccardo Saponara,21,2013-2014,4800000,,,,,,
Federico Peluso,29,2013-2014,4800000,,,,,,
Teófilo Gutiérrez,28,2013-2014,4800000,,,,,,
Marco Benassi,19,2014-2015,4800000,,,,,,
Rodrigo de Paul,20,2014-2015,4800000,,,,,,
Muhamed Besic,21,2014-2015,4800000,,,,,,
Jasmin Kurtic,29,2018-2019,4800000,,,,,,
Tchê Tchê,25,2018-2019,4800000,,,,,,
Yakubu Aiyegbeni,20,2003-2004,4750000,,,,,,
Robert Lewandowski,21,2010-2011,4750000,,,,,,
Serdar Kesimal,22,2011-2012,4750000,,,,,,
Tarik Camdal,23,2014-2015,4750000,,,,,,
Aaron Cresswell,24,2014-2015,4750000,,,,,,
Talisca,20,2014-2015,4750000,,,,,,
Julio Arca,19,2000-2001,4700000,,,,,,
Zvonimir Vukic,23,2003-2004,4700000,,,,,,
César Carignano,21,2004-2005,4700000,,,,,,
Wilfred Bouma,27,2005-2006,4700000,,,,,,
Tom Huddlestone,18,2005-2006,4700000,,,,,,
Per Mertesacker,21,2006-2007,4700000,,,,,,
Nelson Valdez,22,2006-2007,4700000,,,,,,
Theofanis Gekas,27,2007-2008,4700000,,,,,,
Antonio Nocerino,22,2007-2008,4700000,,,,,,
Matthew Taylor,26,2007-2008,4700000,,,,,,
Zat Knight,27,2007-2008,4700000,,,,,,
Rubén de la Red,23,2008-2009,4700000,,,,,,
Fernando Navarro,26,2008-2009,4700000,,,,,,
Rafael Carioca,19,2008-2009,4700000,,,,,,
Tomás Sivok,24,2008-2009,4700000,,,,,,
Djiby Fall,23,2008-2009,4700000,,,,,,
Giuliano,18,2008-2009,4700000,,,,,,
Zat Knight,29,2009-2010,4700000,,,,,,
Michael Chopra,25,2009-2010,4700000,,,,,,
Steven Fletcher,22,2009-2010,4700000,,,,,,
Igor Semshov,31,2009-2010,4700000,,,,,,
Guido Marilungo,21,2010-2011,4700000,,,,,,
Nedum Onuoha,25,2011-2012,4700000,,,,,,
Jean Beausejour,27,2011-2012,4700000,,,,,,
Dante,28,2012-2013,4700000,,,,,,
Alfred N'Diaye,22,2012-2013,4700000,,,,,,
Junior Fernandes,24,2012-2013,4700000,,,,,,
Jores Okore,20,2013-2014,4700000,,,,,,
Charlie Austin,24,2013-2014,4650000,,,,,,
Riki,25,2006-2007,4640000,,,,,,
Franco Zuculini,18,2009-2010,4600000,,,,,,
Daniel Osvaldo,24,2010-2011,4600000,,,,,,
Oriol Romeu,19,2011-2012,4600000,,,,,,
Aldo de Nigris,29,2013-2014,4600000,,,,,,
Stephen Appiah,21,2002-2003,4550000,,,,,,
Richard Dunne,21,2000-2001,4500000,,,,,,
Gary Rowett,26,2000-2001,4500000,,,,,,
Richard Núñez,25,2000-2001,4500000,,,,,,
David Thompson,22,2000-2001,4500000,,,,,,
Alessandro Pistone,24,2000-2001,4500000,,,,,,
Joseph-Désiré Job,22,2000-2001,4500000,,,,,,
Radostin Kishishev,25,2000-2001,4500000,,,,,,
Bernard Diomède,26,2000-2001,4500000,,,,,,
Sixto Peralta,21,2000-2001,4500000,,,,,,
David Johnson,24,2000-2001,4500000,,,,,,
Kennet Andersson,32,2000-2001,4500000,,,,,,
Marquinhos,18,2000-2001,4500000,,,,,,
Jérôme Rothen,23,2001-2002,4500000,,,,,,
Shota Arveladze,28,2001-2002,4500000,,,,,,
Marcus Bent,23,2001-2002,4500000,,,,,,
Jardel,27,2001-2002,4500000,,,,,,
Patrick M'Boma,31,2001-2002,4500000,,,,,,
Matthew Jones,20,2001-2002,4500000,,,,,,
James Scowcroft,25,2001-2002,4500000,,,,,,
Kenny Miller,22,2001-2002,4500000,,,,,,
Emiliano Bonazzoli,23,2002-2003,4500000,,,,,,
Stephen Wright,22,2002-2003,4500000,,,,,,
David Sommeil,27,2002-2003,4500000,,,,,,
Faryd Mondragón,31,2002-2003,4500000,,,,,,
Diogo Rincón,22,2002-2003,4500000,,,,,,
Nick Barmby,28,2002-2003,4500000,,,,,,
Amauri,23,2003-2004,4500000,,,,,,
Dmitri Sychev,20,2003-2004,4500000,,,,,,
Eric Djemba-Djemba,22,2003-2004,4500000,,,,,,
Deivid,23,2003-2004,4500000,,,,,,
Malcolm Christie,24,2003-2004,4500000,,,,,,
Andrija Delibasic,22,2003-2004,4500000,,,,,,
Robbie Savage,30,2004-2005,4500000,,,,,,
Juanfran,27,2004-2005,4500000,,,,,,
Thimothée Atouba,22,2004-2005,4500000,,,,,,
Robert Earnshaw,23,2004-2005,4500000,,,,,,
Robin van Persie,20,2004-2005,4500000,,,,,,
Mikael Forssell,24,2005-2006,4500000,,,,,,
Mozart,25,2005-2006,4500000,,,,,,
Igor Semshov,27,2005-2006,4500000,,,,,,
Martin Stranzl,25,2005-2006,4500000,,,,,,
Darren Bent,21,2005-2006,4500000,,,,,,
Nathan Ellington,24,2005-2006,4500000,,,,,,
Lima,23,2005-2006,4500000,,,,,,
Curtis Davies,20,2005-2006,4500000,,,,,,
Lassana Diarra,20,2005-2006,4500000,,,,,,
Sébastien Squillaci,25,2006-2007,4500000,,,,,,
Olivier Thomert,26,2006-2007,4500000,,,,,,
Paulo André,22,2006-2007,4500000,,,,,,
Niko Kranjcar,22,2006-2007,4500000,,,,,,
Afonso Alves,25,2006-2007,4500000,,,,,,
Franck Queudrue,27,2006-2007,4500000,,,,,,
Johann Vogel,29,2006-2007,4500000,,,,,,
Federico Insúa,26,2006-2007,4500000,,,,,,
Fitz Hall,25,2006-2007,4500000,,,,,,
Deivid,26,2006-2007,4500000,,,,,,
Yoann Gourcuff,19,2006-2007,4500000,,,,,,
Greg Halford,22,2006-2007,4500000,,,,,,
Dodô,32,2006-2007,4500000,,,,,,
Freddie Ljungberg,30,2007-2008,4500000,,,,,,
Ludovic Giuly,30,2007-2008,4500000,,,,,,
Carlos Diogo,23,2007-2008,4500000,,,,,,
Giandomenico Mesto,25,2007-2008,4500000,,,,,,
Ebi Smolarek,26,2007-2008,4500000,,,,,,
Massimo Donati,26,2007-2008,4500000,,,,,,
Andrea Caracciolo,25,2007-2008,4500000,,,,,,
Boubacar Sanogo,24,2007-2008,4500000,,,,,,
Pape Diakhaté,23,2007-2008,4500000,,,,,,
Mike Hanke,23,2007-2008,4500000,,,,,,
Reginaldo,23,2007-2008,4500000,,,,,,
André-Pierre Gignac,21,2007-2008,4500000,,,,,,
Manuel da Costa,21,2007-2008,4500000,,,,,,
Kenny Miller,27,2007-2008,4500000,,,,,,
Hameur Bouazza,22,2007-2008,4500000,,,,,,
Claude Davis,28,2007-2008,4500000,,,,,,
Chris Baird,25,2007-2008,4500000,,,,,,
Adamu Mohammed,24,2007-2008,4500000,,,,,,
Franco Di Santo,18,2007-2008,4500000,,,,,,
Fernando Meira,30,2008-2009,4500000,,,,,,
Emre Belözoglu,27,2008-2009,4500000,,,,,,
Fabian Ernst,29,2008-2009,4500000,,,,,,
Frédéric Piquionne,29,2008-2009,4500000,,,,,,
Kevin Nolan,26,2008-2009,4500000,,,,,,
Francesco Modesto,26,2008-2009,4500000,,,,,,
Maurizio Domizzi,28,2008-2009,4500000,,,,,,
Marat Izmailov,25,2008-2009,4500000,,,,,,
Nadir Belhadj,26,2008-2009,4500000,,,,,,
Jaime Gavilán,23,2008-2009,4500000,,,,,,
Tomas Necid,19,2008-2009,4500000,,,,,,
Neven Subotic,19,2008-2009,4500000,,,,,,
Pedro Geromel,22,2008-2009,4500000,,,,,,
Stefan Radu,21,2008-2009,4500000,,,,,,
Kyle Lafferty,20,2008-2009,4500000,,,,,,
Wellington,20,2008-2009,4500000,,,,,,
Tomas Zapotocny,27,2008-2009,4500000,,,,,,
Alberto Zapater,24,2009-2010,4500000,,,,,,
Marco Marchionni,29,2009-2010,4500000,,,,,,
Aleksandr Samedov,25,2009-2010,4500000,,,,,,
Özer Hurmaci,22,2009-2010,4500000,,,,,,
Kevin-Prince Boateng,22,2009-2010,4500000,,,,,,
Édgar Barreto,24,2009-2010,4500000,,,,,,
Reginaldo,25,2009-2010,4500000,,,,,,
Nenê,25,2009-2010,4500000,,,,,,
Maicosuel,23,2009-2010,4500000,,,,,,
Mame Diouf,21,2009-2010,4500000,,,,,,
Leandro Almeida,22,2009-2010,4500000,,,,,,
Lorik Cana,26,2010-2011,4500000,,,,,,
Gaetano D'Agostino,28,2010-2011,4500000,,,,,,
Zvjezdan Misimovic,28,2010-2011,4500000,,,,,,
Barreto,24,2010-2011,4500000,,,,,,
Eduardo,27,2010-2011,4500000,,,,,,
Tuncay Sanli,29,2010-2011,4500000,,,,,,
Fahid Ben Khalfallah,27,2010-2011,4500000,,,,,,
Sokratis,22,2010-2011,4500000,,,,,,
Marco Storari,33,2010-2011,4500000,,,,,,
Yuto Nagatomo,24,2011-2012,4500000,,,,,,
Shaun Wright-Phillips,29,2011-2012,4500000,,,,,,
Alan Hutton,26,2011-2012,4500000,,,,,,
Achille Emaná,29,2011-2012,4500000,,,,,,
John O'Shea,30,2011-2012,4500000,,,,,,
Jajá,25,2011-2012,4500000,,,,,,
Vedad Ibisevic,27,2011-2012,4500000,,,,,,
Andrea Lazzari,26,2011-2012,4500000,,,,,,
Manu del Moral,27,2011-2012,4500000,,,,,,
David N'Gog,22,2011-2012,4500000,,,,,,
Cameron Jerome,25,2011-2012,4500000,,,,,,
Kevin Strootman,21,2011-2012,4500000,,,,,,
Pape Diakhaté,27,2011-2012,4500000,,,,,,
Jonathan Legear,24,2011-2012,4500000,,,,,,
Zé Love,23,2011-2012,4500000,,,,,,
Nacer Barazite,21,2011-2012,4500000,,,,,,
José Ángel,21,2011-2012,4500000,,,,,,
Diego Buonanotte,23,2011-2012,4500000,,,,,,
Franco Vázquez,22,2011-2012,4500000,,,,,,
Salvatore Bocchetti,26,2012-2013,4500000,,,,,,
Federico Balzaretti,30,2012-2013,4500000,,,,,,
Jonathan Biabiany,24,2012-2013,4500000,,,,,,
Mehmet Topal,26,2012-2013,4500000,,,,,,
Giovanni Moreno,26,2012-2013,4500000,,,,,,
Fernandinho,26,2012-2013,4500000,,,,,,
Bryan Oviedo,22,2012-2013,4500000,,,,,,
Mattia Destro,22,2013-2014,4500000,,,,,,
Scott Parker,32,2013-2014,4500000,,,,,,
Mevlüt Erdinc,26,2013-2014,4500000,,,,,,
Domenico Berardi,19,2013-2014,4500000,,,,,,
Michal Kadlec,28,2013-2014,4500000,,,,,,
Ilombe Mboyo,26,2013-2014,4500000,,,,,,
Daniel Caligiuri,25,2013-2014,4500000,,,,,,
Luca Marrone,23,2013-2014,4500000,,,,,,
Ljubomir Fejsa,25,2013-2014,4500000,,,,,,
Ante Rebic,19,2013-2014,4500000,,,,,,
Long Zheng,25,2013-2014,4500000,,,,,,
Angeliño,16,2013-2014,4500000,,,,,,
Gökhan Töre,22,2014-2015,4500000,,,,,,
Nicolai Müller,26,2014-2015,4500000,,,,,,
Panagiotis Kone,27,2014-2015,4500000,,,,,,
Marco Parolo,29,2014-2015,4500000,,,,,,
Abdelaziz Barrada,25,2014-2015,4500000,,,,,,
Federico Peluso,30,2014-2015,4500000,,,,,,
Kyle Lafferty,26,2014-2015,4500000,,,,,,
Jannik Vestergaard,22,2014-2015,4500000,,,,,,
Federico Bonazzoli,17,2014-2015,4500000,,,,,,
Guilherme,23,2014-2015,4500000,,,,,,
Alan Kardec,25,2014-2015,4500000,,,,,,
Danilo,18,2014-2015,4500000,,,,,,
Silvan Widmer,25,2018-2019,4500000,,,,,,
Yuya Osako,28,2018-2019,4500000,,,,,,
Kyle Bartley,27,2018-2019,4500000,,,,,,
Jardel,24,2010-2011,4480000,,,,,,
Nemanja Vidic<U+200E>,22,2004-2005,4450000,,,,,,
Cameron Jerome,19,2006-2007,4450000,,,,,,
Alan Thompson,26,2000-2001,4400000,,,,,,
Denny Landzaat,30,2006-2007,4400000,,,,,,
Nicky Shorey,27,2008-2009,4400000,,,,,,
Paul Robinson,28,2008-2009,4400000,,,,,,
Andrés D'Alessandro,27,2008-2009,4400000,,,,,,
Olivier Kapo,27,2008-2009,4400000,,,,,,
Lee Cattermole,20,2008-2009,4400000,,,,,,
Diego Cavalieri,25,2008-2009,4400000,,,,,,
Marc-Antoine Fortuné,28,2009-2010,4400000,,,,,,
Massimo Maccarone,30,2010-2011,4400000,,,,,,
Steven Nzonzi,23,2012-2013,4400000,,,,,,
Mohamed Diamé,27,2014-2015,4400000,,,,,,
Michael Dawson,30,2014-2015,4400000,,,,,,
Victor Sikora,24,2002-2003,4350000,,,,,,
Lukasz Fabianski,22,2007-2008,4350000,,,,,,
